budget,release_date,revenue,title,month,year,rating,season,genre,profitability,name,category,characters
145000000.0,2014-06-09,609123048.0,How to Train Your Dragon 2,6,2014,PG,Summer,Fantasy,464123048.0,Cate Blanchett,actress,"[""Valka""]"
145000000.0,2014-06-09,609123048.0,How to Train Your Dragon 2,6,2014,PG,Summer,Fantasy,464123048.0,Craig Ferguson,actor,"[""Gobber""]"
145000000.0,2014-06-09,609123048.0,How to Train Your Dragon 2,6,2014,PG,Summer,Fantasy,464123048.0,Gerard Butler,actor,"[""Stoick""]"
120000000.0,2012-11-20,609016565.0,Life of Pi,11,2012,PG,Holiday,Adventure,489016565.0,Tabu,actress,"[""Gita Patel""]"
120000000.0,2012-11-20,609016565.0,Life of Pi,11,2012,PG,Holiday,Adventure,489016565.0,Irrfan Khan,actor,"[""Adult Pi Patel""]"
120000000.0,2012-11-20,609016565.0,Life of Pi,11,2012,PG,Holiday,Adventure,489016565.0,Adil Hussain,actor,"[""Santosh Patel""]"
120000000.0,2012-11-20,609016565.0,Life of Pi,11,2012,PG,Holiday,Adventure,489016565.0,Suraj Sharma,actor,"[""Pi Patel""]"
217000000.0,2017-06-16,605425157.0,Transformers: The Last Knight,6,2017,PG-13,Summer,Action,388425157.0,Mark Wahlberg,actor,"[""Cade Yeager""]"
217000000.0,2017-06-16,605425157.0,Transformers: The Last Knight,6,2017,PG-13,Summer,Action,388425157.0,Josh Duhamel,actor,"[""Colonel William Lennox""]"
217000000.0,2017-06-16,605425157.0,Transformers: The Last Knight,6,2017,PG-13,Summer,Action,388425157.0,Anthony Hopkins,actor,"[""Sir Edmund Burton""]"
217000000.0,2017-06-16,605425157.0,Transformers: The Last Knight,6,2017,PG-13,Summer,Action,388425157.0,Laura Haddock,actress,"[""Vivian Wembley""]"
260000000.0,2010-11-24,591794936.0,Tangled,11,2010,PG,Holiday,Animation,331794936.0,Zachary Levi,actor,"[""Flynn Rider""]"
260000000.0,2010-11-24,591794936.0,Tangled,11,2010,PG,Holiday,Animation,331794936.0,Ron Perlman,actor,"[""Stabbington Brother""]"
260000000.0,2010-11-24,591794936.0,Tangled,11,2010,PG,Holiday,Animation,331794936.0,Mandy Moore,actress,"[""Rapunzel""]"
260000000.0,2010-11-24,591794936.0,Tangled,11,2010,PG,Holiday,Animation,331794936.0,Donna Murphy,actress,"[""Mother Gothel""]"
135000000.0,2013-03-20,587204668.0,The Croods,3,2013,PG,Spring,Action,452204668.0,Nicolas Cage,actor,"[""Grug""]"
135000000.0,2013-03-20,587204668.0,The Croods,3,2013,PG,Spring,Action,452204668.0,Ryan Reynolds,actor,"[""Guy""]"
135000000.0,2013-03-20,587204668.0,The Croods,3,2013,PG,Spring,Action,452204668.0,Catherine Keener,actress,"[""Ugga""]"
135000000.0,2013-03-20,587204668.0,The Croods,3,2013,PG,Spring,Action,452204668.0,Emma Stone,actress,"[""Eep""]"
175000000.0,2018-03-28,582890172.0,Ready Player One,3,2018,PG-13,Spring,Adventure,407890172.0,Ben Mendelsohn,actor,"[""Sorrento""]"
175000000.0,2018-03-28,582890172.0,Ready Player One,3,2018,PG-13,Spring,Adventure,407890172.0,Lena Waithe,actress,"[""Aech"",""Helen""]"
175000000.0,2018-03-28,582890172.0,Ready Player One,3,2018,PG-13,Spring,Adventure,407890172.0,Tye Sheridan,actor,"[""Parzival"",""Wade""]"
175000000.0,2018-03-28,582890172.0,Ready Player One,3,2018,PG-13,Spring,Adventure,407890172.0,Olivia Cooke,actress,"[""Art3mis"",""Samantha""]"
40000000.0,2015-02-11,571006128.0,Fifty Shades of Grey,2,2015,R,Winter,Drama,531006128.0,Jennifer Ehle,actress,"[""Carla""]"
40000000.0,2015-02-11,571006128.0,Fifty Shades of Grey,2,2015,R,Winter,Drama,531006128.0,Dakota Johnson,actress,"[""Anastasia Steele""]"
40000000.0,2015-02-11,571006128.0,Fifty Shades of Grey,2,2015,R,Winter,Drama,531006128.0,Jamie Dornan,actor,"[""Christian Grey""]"
40000000.0,2015-02-11,571006128.0,Fifty Shades of Grey,2,2015,R,Winter,Drama,531006128.0,Eloise Mumford,actress,"[""Kate""]"
185000000.0,2017-03-08,566652812.0,Kong: Skull Island,3,2017,PG-13,Spring,Action,381652812.0,Brie Larson,actress,"[""Mason Weaver""]"
185000000.0,2017-03-08,566652812.0,Kong: Skull Island,3,2017,PG-13,Spring,Action,381652812.0,Tom Hiddleston,actor,"[""James Conrad""]"
185000000.0,2017-03-08,566652812.0,Kong: Skull Island,3,2017,PG-13,Spring,Action,381652812.0,Samuel L. Jackson,actor,"[""Preston Packard""]"
185000000.0,2017-03-08,566652812.0,Kong: Skull Island,3,2017,PG-13,Spring,Action,381652812.0,John C. Reilly,actor,"[""Hank Marlow""]"
110000000.0,2011-07-29,563749323.0,The Smurfs,7,2011,PG,Summer,Animation,453749323.0,Neil Patrick Harris,actor,"[""Patrick Winslow""]"
110000000.0,2011-07-29,563749323.0,The Smurfs,7,2011,PG,Summer,Animation,453749323.0,Hank Azaria,actor,"[""Gargamel""]"
110000000.0,2011-07-29,563749323.0,The Smurfs,7,2011,PG,Summer,Animation,453749323.0,Jonathan Winters,actor,"[""Papa""]"
110000000.0,2011-07-29,563749323.0,The Smurfs,7,2011,PG,Summer,Animation,453749323.0,Katy Perry,actress,"[""Smurfette""]"
200000000.0,2011-06-11,559852396.0,Cars 2,6,2011,G,Summer,Animation,359852396.0,Michael Caine,actor,"[""Finn McMissile""]"
200000000.0,2011-06-11,559852396.0,Cars 2,6,2011,G,Summer,Animation,359852396.0,Owen Wilson,actor,"[""Lightning McQueen""]"
200000000.0,2011-06-11,559852396.0,Cars 2,6,2011,G,Summer,Animation,359852396.0,Emily Mortimer,actress,"[""Holley Shiftwell""]"
200000000.0,2011-06-11,559852396.0,Cars 2,6,2011,G,Summer,Animation,359852396.0,Larry the Cable Guy,actor,"[""Mater""]"
130000000.0,2011-10-28,554987477.0,Puss in Boots,10,2011,PG,Fall,Action,424987477.0,Antonio Banderas,actor,"[""Puss in Boots""]"
130000000.0,2011-10-28,554987477.0,Puss in Boots,10,2011,PG,Fall,Action,424987477.0,Billy Bob Thornton,actor,"[""Jack""]"
130000000.0,2011-10-28,554987477.0,Puss in Boots,10,2011,PG,Fall,Action,424987477.0,Zach Galifianakis,actor,"[""Humpty Alexander Dumpty""]"
130000000.0,2011-10-28,554987477.0,Puss in Boots,10,2011,PG,Fall,Action,424987477.0,Salma Hayek,actress,"[""Kitty Softpaws""]"
50000000.0,2012-06-29,549368315.0,Ted,6,2012,R,Summer,Comedy,499368315.0,Joel McHale,actor,"[""Rex""]"
50000000.0,2012-06-29,549368315.0,Ted,6,2012,R,Summer,Comedy,499368315.0,Mark Wahlberg,actor,"[""John Bennett""]"
50000000.0,2012-06-29,549368315.0,Ted,6,2012,R,Summer,Comedy,499368315.0,Mila Kunis,actress,"[""Lori Collins""]"
50000000.0,2012-06-29,549368315.0,Ted,6,2012,R,Summer,Comedy,499368315.0,Seth MacFarlane,actor,"[""Ted""]"
178000000.0,2016-05-18,543934787.0,X-Men: Apocalypse,5,2016,PG-13,Summer,Action,365934787.0,James McAvoy,actor,"[""Professor Charles Xavier""]"
178000000.0,2016-05-18,543934787.0,X-Men: Apocalypse,5,2016,PG-13,Summer,Action,365934787.0,Nicholas Hoult,actor,"[""Hank McCoy"",""Beast""]"
178000000.0,2016-05-18,543934787.0,X-Men: Apocalypse,5,2016,PG-13,Summer,Action,365934787.0,Michael Fassbender,actor,"[""Erik Lehnsherr"",""Magneto""]"
178000000.0,2016-05-18,543934787.0,X-Men: Apocalypse,5,2016,PG-13,Summer,Action,365934787.0,Jennifer Lawrence,actress,"[""Raven"",""Mystique""]"
95000000.0,2015-03-12,543514353.0,Cinderella,3,2015,PG,Spring,Romance,448514353.0,Helena Bonham Carter,actress,"[""Fairy Godmother""]"
95000000.0,2015-03-12,543514353.0,Cinderella,3,2015,PG,Spring,Romance,448514353.0,Cate Blanchett,actress,"[""Stepmother""]"
95000000.0,2015-03-12,543514353.0,Cinderella,3,2015,PG,Spring,Romance,448514353.0,Richard Madden,actor,"[""Prince""]"
95000000.0,2015-03-12,543514353.0,Cinderella,3,2015,PG,Spring,Romance,448514353.0,Lily James,actress,"[""Cinderella""]"
69000000.0,2010-07-08,543513985.0,Despicable Me,7,2010,PG,Summer,Animation,474513985.0,Steve Carell,actor,"[""Gru""]"
69000000.0,2010-07-08,543513985.0,Despicable Me,7,2010,PG,Summer,Animation,474513985.0,Jason Segel,actor,"[""Vector""]"
69000000.0,2010-07-08,543513985.0,Despicable Me,7,2010,PG,Summer,Animation,474513985.0,Julie Andrews,actress,"[""Gru's Mom""]"
69000000.0,2010-07-08,543513985.0,Despicable Me,7,2010,PG,Summer,Animation,474513985.0,Russell Brand,actor,"[""Dr. Nefario""]"
58800000.0,2014-12-11,542307423.0,American Sniper,12,2014,R,Holiday,War,483507423.0,Bradley Cooper,actor,"[""Chris Kyle""]"
58800000.0,2014-12-11,542307423.0,American Sniper,12,2014,R,Holiday,War,483507423.0,Kyle Gallner,actor,"[""Goat-Winston""]"
58800000.0,2014-12-11,542307423.0,American Sniper,12,2014,R,Holiday,War,483507423.0,Sienna Miller,actress,"[""Taya""]"
58800000.0,2014-12-11,542307423.0,American Sniper,12,2014,R,Holiday,War,483507423.0,Cole Konis,actor,"[""Young Chris Kyle""]"
185000000.0,2012-06-21,538983207.0,Brave,6,2012,PG,Summer,Animation,353983207.0,Emma Thompson,actress,"[""Elinor""]"
185000000.0,2012-06-21,538983207.0,Brave,6,2012,PG,Summer,Animation,353983207.0,Julie Walters,actress,"[""The Witch""]"
185000000.0,2012-06-21,538983207.0,Brave,6,2012,PG,Summer,Animation,353983207.0,Billy Connolly,actor,"[""Fergus""]"
185000000.0,2012-06-21,538983207.0,Brave,6,2012,PG,Summer,Animation,353983207.0,Kelly Macdonald,actress,"[""Merida""]"
135000000.0,2015-12-25,532950503.0,The Revenant,12,2015,R,Holiday,Western,397950503.0,Tom Hardy,actor,"[""John Fitzgerald""]"
135000000.0,2015-12-25,532950503.0,The Revenant,12,2015,R,Holiday,Western,397950503.0,Leonardo DiCaprio,actor,"[""Hugh Glass""]"
135000000.0,2015-12-25,532950503.0,The Revenant,12,2015,R,Holiday,Western,397950503.0,Will Poulter,actor,"[""Bridger""]"
135000000.0,2015-12-25,532950503.0,The Revenant,12,2015,R,Holiday,Western,397950503.0,Domhnall Gleeson,actor,"[""Captain Andrew Henry""]"
200000000.0,2013-06-20,531865000.0,World War Z,6,2013,PG-13,Summer,Action,331865000.0,Brad Pitt,actor,"[""Gerry Lane""]"
200000000.0,2013-06-20,531865000.0,World War Z,6,2013,PG-13,Summer,Action,331865000.0,James Badge Dale,actor,"[""Captain Speke""]"
200000000.0,2013-06-20,531865000.0,World War Z,6,2013,PG-13,Summer,Action,331865000.0,Mireille Enos,actress,"[""Karin Lane""]"
200000000.0,2013-06-20,531865000.0,World War Z,6,2013,PG-13,Summer,Action,331865000.0,Daniella Kertesz,actress,"[""Segen""]"
150000000.0,2018-08-09,530243742.0,The Meg,8,2018,PG-13,Summer,Action,380243742.0,Cliff Curtis,actor,"[""Mac""]"
150000000.0,2018-08-09,530243742.0,The Meg,8,2018,PG-13,Summer,Action,380243742.0,Bingbing Li,actress,"[""Suyin""]"
150000000.0,2018-08-09,530243742.0,The Meg,8,2018,PG-13,Summer,Action,380243742.0,Rainn Wilson,actor,"[""Morris""]"
150000000.0,2018-08-09,530243742.0,The Meg,8,2018,PG-13,Summer,Action,380243742.0,Jason Statham,actor,"[""Jonas Taylor""]"
175000000.0,2018-11-20,529221154.0,Ralph Breaks the Internet,11,2018,PG,Holiday,Family,354221154.0,Taraji P. Henson,actress,"[""Yesss""]"
175000000.0,2018-11-20,529221154.0,Ralph Breaks the Internet,11,2018,PG,Holiday,Family,354221154.0,John C. Reilly,actor,"[""Ralph""]"
175000000.0,2018-11-20,529221154.0,Ralph Breaks the Internet,11,2018,PG,Holiday,Family,354221154.0,Sarah Silverman,actress,"[""Vanellope""]"
175000000.0,2018-11-20,529221154.0,Ralph Breaks the Internet,11,2018,PG,Holiday,Family,354221154.0,Gal Gadot,actress,"[""Shank""]"
160000000.0,2014-05-14,529076069.0,Godzilla,5,2014,PG-13,Summer,Action,369076069.0,Aaron Taylor-Johnson,actor,"[""Ford Brody""]"
160000000.0,2014-05-14,529076069.0,Godzilla,5,2014,PG-13,Summer,Action,369076069.0,Bryan Cranston,actor,"[""Joe Brody""]"
160000000.0,2014-05-14,529076069.0,Godzilla,5,2014,PG-13,Summer,Action,369076069.0,Ken Watanabe,actor,"[""Dr. Ishiro Serizawa""]"
160000000.0,2014-05-14,529076069.0,Godzilla,5,2014,PG-13,Summer,Action,369076069.0,Elizabeth Olsen,actress,"[""Elle Brody""]"
100000000.0,2017-07-19,525573161.0,Dunkirk,7,2017,PG-13,Summer,War,425573161.0,Tom Hardy,actor,"[""Farrier""]"
100000000.0,2017-07-19,525573161.0,Dunkirk,7,2017,PG-13,Summer,War,425573161.0,Mark Rylance,actor,"[""Mr. Dawson""]"
100000000.0,2017-07-19,525573161.0,Dunkirk,7,2017,PG-13,Summer,War,425573161.0,Barry Keoghan,actor,"[""George""]"
100000000.0,2017-07-19,525573161.0,Dunkirk,7,2017,PG-13,Summer,War,425573161.0,Fionn Whitehead,actor,"[""Tommy""]"
130000000.0,2015-07-14,519311965.0,Ant-Man,7,2015,PG-13,Summer,Science Fiction,389311965.0,Corey Stoll,actor,"[""Darren Cross"",""Yellowjacket""]"
130000000.0,2015-07-14,519311965.0,Ant-Man,7,2015,PG-13,Summer,Science Fiction,389311965.0,Michael Douglas,actor,"[""Dr. Hank Pym""]"
130000000.0,2015-07-14,519311965.0,Ant-Man,7,2015,PG-13,Summer,Science Fiction,389311965.0,Paul Rudd,actor,"[""Scott Lang"",""Ant-Man""]"
130000000.0,2015-07-14,519311965.0,Ant-Man,7,2015,PG-13,Summer,Science Fiction,389311965.0,Evangeline Lilly,actress,"[""Hope van Dyne""]"
129000000.0,2019-01-03,517526875.0,How to Train Your Dragon: The Hidden World,1,2019,PG,Winter,Animation,388526875.0,America Ferrera,actress,"[""Astrid""]"
129000000.0,2019-01-03,517526875.0,How to Train Your Dragon: The Hidden World,1,2019,PG,Winter,Animation,388526875.0,F. Murray Abraham,actor,"[""Grimmel""]"
129000000.0,2019-01-03,517526875.0,How to Train Your Dragon: The Hidden World,1,2019,PG,Winter,Animation,388526875.0,Jay Baruchel,actor,"[""Hiccup""]"
129000000.0,2019-01-03,517526875.0,How to Train Your Dragon: The Hidden World,1,2019,PG,Winter,Animation,388526875.0,Cate Blanchett,actress,"[""Valka""]"
75000000.0,2018-11-08,508575295.0,The Grinch,11,2018,PG,Holiday,Animation,433575295.0,Rashida Jones,actress,"[""Donna Who""]"
75000000.0,2018-11-08,508575295.0,The Grinch,11,2018,PG,Holiday,Animation,433575295.0,Benedict Cumberbatch,actor,"[""The Grinch""]"
75000000.0,2018-11-08,508575295.0,The Grinch,11,2018,PG,Holiday,Animation,433575295.0,Pharrell Williams,actor,"[""Narrator""]"
75000000.0,2018-11-08,508575295.0,The Grinch,11,2018,PG,Holiday,Animation,433575295.0,Cameron Seely,actress,"[""Cindy-Lou Who""]"
103000000.0,2014-03-19,500188435.0,Rio 2,3,2014,G,Spring,Adventure,397188435.0,Anne Hathaway,actress,"[""Jewel""]"
103000000.0,2014-03-19,500188435.0,Rio 2,3,2014,G,Spring,Adventure,397188435.0,Andy Garcia,actor,"[""Eduardo""]"
103000000.0,2014-03-19,500188435.0,Rio 2,3,2014,G,Spring,Adventure,397188435.0,Jesse Eisenberg,actor,"[""Blu""]"
103000000.0,2014-03-19,500188435.0,Rio 2,3,2014,G,Spring,Adventure,397188435.0,Jemaine Clement,actor,"[""Nigel""]"
125000000.0,2017-03-23,498814908.0,The Boss Baby,3,2017,PG,Spring,Animation,373814908.0,Lisa Kudrow,actress,"[""Mom""]"
125000000.0,2017-03-23,498814908.0,The Boss Baby,3,2017,PG,Spring,Animation,373814908.0,Alec Baldwin,actor,"[""Boss Baby""]"
125000000.0,2017-03-23,498814908.0,The Boss Baby,3,2017,PG,Spring,Animation,373814908.0,Steve Buscemi,actor,"[""Francis Francis""]"
125000000.0,2017-03-23,498814908.0,The Boss Baby,3,2017,PG,Spring,Animation,373814908.0,Jimmy Kimmel,actor,"[""Dad""]"
165000000.0,2010-03-10,494878759.0,How to Train Your Dragon,3,2010,PG,Spring,Fantasy,329878759.0,Jay Baruchel,actor,"[""Hiccup""]"
165000000.0,2010-03-10,494878759.0,How to Train Your Dragon,3,2010,PG,Spring,Fantasy,329878759.0,Craig Ferguson,actor,"[""Gobber""]"
165000000.0,2010-03-10,494878759.0,How to Train Your Dragon,3,2010,PG,Spring,Fantasy,329878759.0,Gerard Butler,actor,"[""Stoick""]"
165000000.0,2010-03-10,494878759.0,How to Train Your Dragon,3,2010,PG,Spring,Fantasy,329878759.0,Christopher Mintz-Plasse,actor,"[""Fishlegs""]"
200000000.0,2013-03-07,491868548.0,Oz the Great and Powerful,3,2013,PG,Spring,Fantasy,291868548.0,Mila Kunis,actress,"[""Theodora"",""Wicked Witch of the West""]"
200000000.0,2013-03-07,491868548.0,Oz the Great and Powerful,3,2013,PG,Spring,Fantasy,291868548.0,Rachel Weisz,actress,"[""Evanora""]"
200000000.0,2013-03-07,491868548.0,Oz the Great and Powerful,3,2013,PG,Spring,Fantasy,291868548.0,Michelle Williams,actress,"[""Annie"",""Glinda""]"
200000000.0,2013-03-07,491868548.0,Oz the Great and Powerful,3,2013,PG,Spring,Fantasy,291868548.0,James Franco,actor,"[""Oz""]"
185000000.0,2019-10-16,491570967.0,Maleficent: Mistress of Evil,10,2019,PG,Fall,Fantasy,306570967.0,Michelle Pfeiffer,actress,"[""Queen Ingrith""]"
185000000.0,2019-10-16,491570967.0,Maleficent: Mistress of Evil,10,2019,PG,Fall,Fantasy,306570967.0,Angelina Jolie,actress,"[""Maleficent""]"
185000000.0,2019-10-16,491570967.0,Maleficent: Mistress of Evil,10,2019,PG,Fall,Fantasy,306570967.0,Juno Temple,actress,"[""Thistlewit""]"
185000000.0,2019-10-16,491570967.0,Maleficent: Mistress of Evil,10,2019,PG,Fall,Fantasy,306570967.0,Elle Fanning,actress,"[""Princess Aurora""]"
150000000.0,2017-07-11,488533726.0,War for the Planet of the Apes,7,2017,PG-13,Summer,Drama,338533726.0,Andy Serkis,actor,"[""Caesar""]"
150000000.0,2017-07-11,488533726.0,War for the Planet of the Apes,7,2017,PG-13,Summer,Drama,338533726.0,Steve Zahn,actor,"[""Bad Ape""]"
150000000.0,2017-07-11,488533726.0,War for the Planet of the Apes,7,2017,PG-13,Summer,Drama,338533726.0,Woody Harrelson,actor,"[""The Colonel""]"
150000000.0,2017-07-11,488533726.0,War for the Planet of the Apes,7,2017,PG-13,Summer,Drama,338533726.0,Karin Konoval,actress,"[""Maurice""]"
90000000.0,2011-04-03,484635760.0,Rio,4,2011,G,Spring,Animation,394635760.0,Anne Hathaway,actress,"[""Jewel""]"
90000000.0,2011-04-03,484635760.0,Rio,4,2011,G,Spring,Animation,394635760.0,Karen Disher,actress,"[""Mother Bird""]"
90000000.0,2011-04-03,484635760.0,Rio,4,2011,G,Spring,Animation,394635760.0,Jesse Eisenberg,actor,"[""Blu""]"
90000000.0,2011-04-03,484635760.0,Rio,4,2011,G,Spring,Animation,394635760.0,George Lopez,actor,"[""Rafael""]"
93000000.0,2011-08-03,482860185.0,Rise of the Planet of the Apes,8,2011,PG-13,Summer,Thriller,389860185.0,Andy Serkis,actor,"[""Caesar""]"
93000000.0,2011-08-03,482860185.0,Rise of the Planet of the Apes,8,2011,PG-13,Summer,Thriller,389860185.0,James Franco,actor,"[""Will Rodman""]"
93000000.0,2011-08-03,482860185.0,Rise of the Planet of the Apes,8,2011,PG-13,Summer,Thriller,389860185.0,Karin Konoval,actress,"[""Maurice"",""Court Clerk""]"
93000000.0,2011-08-03,482860185.0,Rise of the Planet of the Apes,8,2011,PG-13,Summer,Thriller,389860185.0,Freida Pinto,actress,"[""Caroline Aranha""]"
125000000.0,2014-08-07,477200000.0,Teenage Mutant Ninja Turtles,8,2014,PG-13,Summer,Science Fiction,352200000.0,Megan Fox,actress,"[""April O'Neil""]"
125000000.0,2014-08-07,477200000.0,Teenage Mutant Ninja Turtles,8,2014,PG-13,Summer,Science Fiction,352200000.0,William Fichtner,actor,"[""Eric Sacks""]"
125000000.0,2014-08-07,477200000.0,Teenage Mutant Ninja Turtles,8,2014,PG-13,Summer,Science Fiction,352200000.0,Noel Fisher,actor,"[""Michelangelo""]"
125000000.0,2014-08-07,477200000.0,Teenage Mutant Ninja Turtles,8,2014,PG-13,Summer,Science Fiction,352200000.0,Will Arnett,actor,"[""Vern Fenwick""]"
80000000.0,2015-09-21,473226958.0,Hotel Transylvania 2,9,2015,PG,Fall,Animation,393226958.0,Adam Sandler,actor,"[""Dracula""]"
80000000.0,2015-09-21,473226958.0,Hotel Transylvania 2,9,2015,PG,Fall,Animation,393226958.0,Kevin James,actor,"[""Frankenstein""]"
80000000.0,2015-09-21,473226958.0,Hotel Transylvania 2,9,2015,PG,Fall,Animation,393226958.0,Selena Gomez,actress,"[""Mavis""]"
80000000.0,2015-09-21,473226958.0,Hotel Transylvania 2,9,2015,PG,Fall,Animation,393226958.0,Andy Samberg,actor,"[""Jonathan""]"
79000000.0,2019-09-04,472093228.0,It Chapter Two,9,2019,R,Fall,Horror,393093228.0,Bill Hader,actor,"[""Richie Tozier""]"
79000000.0,2019-09-04,472093228.0,It Chapter Two,9,2019,R,Fall,Horror,393093228.0,James McAvoy,actor,"[""Bill Denbrough""]"
79000000.0,2019-09-04,472093228.0,It Chapter Two,9,2019,R,Fall,Horror,393093228.0,Bill Skarsgård,actor,"[""Pennywise""]"
79000000.0,2019-09-04,472093228.0,It Chapter Two,9,2019,R,Fall,Horror,393093228.0,Jessica Chastain,actress,"[""Beverly Marsh""]"
165000000.0,2012-11-01,471222889.0,Wreck-It Ralph,11,2012,PG,Holiday,Family,306222889.0,John C. Reilly,actor,"[""Ralph""]"
165000000.0,2012-11-01,471222889.0,Wreck-It Ralph,11,2012,PG,Holiday,Family,306222889.0,Sarah Silverman,actress,"[""Vanellope""]"
165000000.0,2012-11-01,471222889.0,Wreck-It Ralph,11,2012,PG,Holiday,Family,306222889.0,Jane Lynch,actress,"[""Calhoun""]"
165000000.0,2012-11-01,471222889.0,Wreck-It Ralph,11,2012,PG,Holiday,Family,306222889.0,Jack McBrayer,actor,"[""Felix""]"
110000000.0,2015-05-27,470490832.0,San Andreas,5,2015,PG-13,Summer,Action,360490832.0,Dwayne Johnson,actor,"[""Raymond Gaines""]"
110000000.0,2015-05-27,470490832.0,San Andreas,5,2015,PG-13,Summer,Action,360490832.0,Carla Gugino,actress,"[""Emma Gaines""]"
110000000.0,2015-05-27,470490832.0,San Andreas,5,2015,PG-13,Summer,Action,360490832.0,Colton Haynes,actor,"[""Joby O'Leary""]"
110000000.0,2015-05-27,470490832.0,San Andreas,5,2015,PG-13,Summer,Action,360490832.0,Alexandra Daddario,actress,"[""Blake Gaines""]"
60000000.0,2014-02-06,469160692.0,The Lego Movie,2,2014,PG,Winter,Adventure,409160692.0,Will Arnett,actor,"[""Batman"",""Bruce Wayne""]"
60000000.0,2014-02-06,469160692.0,The Lego Movie,2,2014,PG,Winter,Adventure,409160692.0,Chris Pratt,actor,"[""Emmet Brickowski""]"
60000000.0,2014-02-06,469160692.0,The Lego Movie,2,2014,PG,Winter,Adventure,409160692.0,Elizabeth Banks,actress,"[""Wyldstyle"",""Lucy""]"
60000000.0,2014-02-06,469160692.0,The Lego Movie,2,2014,PG,Winter,Adventure,409160692.0,Will Ferrell,actor,"[""Lord Business"",""President Business"",""The Man Upstairs""]"
135000000.0,2018-12-15,467989645.0,Bumblebee,12,2018,PG-13,Holiday,Action,332989645.0,John Cena,actor,"[""Agent Burns""]"
135000000.0,2018-12-15,467989645.0,Bumblebee,12,2018,PG-13,Holiday,Action,332989645.0,Hailee Steinfeld,actress,"[""Charlie""]"
135000000.0,2018-12-15,467989645.0,Bumblebee,12,2018,PG-13,Holiday,Action,332989645.0,Jason Drucker,actor,"[""Otis""]"
135000000.0,2018-12-15,467989645.0,Bumblebee,12,2018,PG-13,Holiday,Action,332989645.0,Jorge Lendeborg Jr.,actor,"[""Memo""]"
190000000.0,2013-05-05,467365246.0,Star Trek Into Darkness,5,2013,PG-13,Summer,Action,277365246.0,Zachary Quinto,actor,"[""Spock""]"
190000000.0,2013-05-05,467365246.0,Star Trek Into Darkness,5,2013,PG-13,Summer,Action,277365246.0,Zoe Saldana,actress,"[""Uhura""]"
190000000.0,2013-05-05,467365246.0,Star Trek Into Darkness,5,2013,PG-13,Summer,Action,277365246.0,Chris Pine,actor,"[""Kirk""]"
190000000.0,2013-05-05,467365246.0,Star Trek Into Darkness,5,2013,PG-13,Summer,Action,277365246.0,Benedict Cumberbatch,actor,"[""Khan""]"
150000000.0,2011-04-21,449326618.0,Thor,4,2011,PG-13,Spring,Adventure,299326618.0,Tom Hiddleston,actor,"[""Loki""]"
150000000.0,2011-04-21,449326618.0,Thor,4,2011,PG-13,Spring,Adventure,299326618.0,Chris Hemsworth,actor,"[""Thor""]"
150000000.0,2011-04-21,449326618.0,Thor,4,2011,PG-13,Spring,Adventure,299326618.0,Anthony Hopkins,actor,"[""Odin""]"
150000000.0,2011-04-21,449326618.0,Thor,4,2011,PG-13,Spring,Adventure,299326618.0,Natalie Portman,actress,"[""Jane Foster""]"
30000000.0,2016-11-29,446486224.0,La La Land,11,2016,PG-13,Holiday,Comedy,416486224.0,Ryan Gosling,actor,"[""Sebastian""]"
30000000.0,2016-11-29,446486224.0,La La Land,11,2016,PG-13,Holiday,Comedy,416486224.0,J.K. Simmons,actor,"[""Bill""]"
30000000.0,2016-11-29,446486224.0,La La Land,11,2016,PG-13,Holiday,Comedy,416486224.0,Emma Stone,actress,"[""Mia""]"
30000000.0,2016-11-29,446486224.0,La La Land,11,2016,PG-13,Holiday,Comedy,416486224.0,Rosemarie DeWitt,actress,"[""Laura""]"
61000000.0,2012-12-18,441809770.0,Les Misérables,12,2012,PG-13,Holiday,History,380809770.0,Anne Hathaway,actress,"[""Fantine""]"
61000000.0,2012-12-18,441809770.0,Les Misérables,12,2012,PG-13,Holiday,History,380809770.0,Amanda Seyfried,actress,"[""Cosette""]"
61000000.0,2012-12-18,441809770.0,Les Misérables,12,2012,PG-13,Holiday,History,380809770.0,Russell Crowe,actor,"[""Javert""]"
61000000.0,2012-12-18,441809770.0,Les Misérables,12,2012,PG-13,Holiday,History,380809770.0,Hugh Jackman,actor,"[""Jean Valjean""]"
155000000.0,2015-06-23,440603537.0,Terminator Genisys,6,2015,PG-13,Summer,Science Fiction,285603537.0,Jason Clarke,actor,"[""John Connor""]"
155000000.0,2015-06-23,440603537.0,Terminator Genisys,6,2015,PG-13,Summer,Science Fiction,285603537.0,Arnold Schwarzenegger,actor,"[""Guardian""]"
155000000.0,2015-06-23,440603537.0,Terminator Genisys,6,2015,PG-13,Summer,Science Fiction,285603537.0,Jai Courtney,actor,"[""Kyle Reese""]"
155000000.0,2015-06-23,440603537.0,Terminator Genisys,6,2015,PG-13,Summer,Science Fiction,285603537.0,Emilia Clarke,actress,"[""Sarah Connor""]"
36000000.0,2018-10-03,433888866.0,A Star Is Born,10,2018,R,Fall,Drama,397888866.0,Bradley Cooper,actor,"[""Jack""]"
36000000.0,2018-10-03,433888866.0,A Star Is Born,10,2018,R,Fall,Drama,397888866.0,Sam Elliott,actor,"[""Bobby""]"
