budget,release_date,revenue,title,month,year,rating,season,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7
12000000.0,2018-11-02,0.0,The Other Side of the Wind,11,2018,R,Holiday,Comedy,Drama,,,,,
0.0,2013-09-27,0.0,Cooper and Hemingway: The True Gen,9,2013,,Fall,Documentary,,,,,,
5000000.0,2018-11-06,0.0,Heaven & Hell,11,2018,,Holiday,Drama,,,,,,
65000000.0,2012-06-15,73706.0,Foodfight!,6,2012,PG,Summer,Animation,Action,Comedy,Family,,,
2000000.0,2013-08-11,0.0,Return to Babylon,8,2013,,Summer,Comedy,Drama,,,,,
4000000.0,2010-01-01,0.0,Life's a Beach,1,2010,R,Winter,Comedy,,,,,,
0.0,2012-09-27,0.0,Dark Blood,9,2012,,Fall,Thriller,,,,,,
0.0,2021-01-14,0.0,Mortal Kombat,1,2021,,Winter,Fantasy,Action,Adventure,,,,
0.0,2012-12-02,0.0,Quantum Quest: A Cassini Space Odyssey,12,2012,,Holiday,Family,,,,,,
0.0,2010-04-23,0.0,In My Sleep,4,2010,PG-13,Spring,Thriller,Mystery,Drama,,,,
0.0,2003-07-23,0.0,Rice Girl,7,2003,,Summer,Comedy,,,,,,
0.0,2010-01-01,0.0,This Wretched Life,1,2010,,Winter,,,,,,,
0.0,2017-01-12,0.0,Bunyan and Babe,1,2017,PG,Winter,Adventure,Animation,Comedy,Family,Fantasy,,
4000000.0,2017-06-13,0.0,The Evil Within,6,2017,,Summer,Horror,,,,,,
90000000.0,2013-12-18,188133322.0,The Secret Life of Walter Mitty,12,2013,PG,Holiday,Adventure,Comedy,Drama,Fantasy,,,
0.0,2018-05-12,0.0,Fahrenheit 451,5,2018,PG-13,Summer,Drama,Science Fiction,Thriller,,,,
0.0,2018-09-21,0.0,Nappily Ever After,9,2018,,Fall,Comedy,Romance,,,,,
28000000.0,2014-09-18,53181600.0,A Walk Among the Tombstones,9,2014,R,Fall,Crime,Drama,Mystery,Thriller,,,
150000000.0,2015-06-06,1671713208.0,Jurassic World,6,2015,PG-13,Summer,Action,Adventure,Science Fiction,Thriller,,,
5000000.0,2011-08-09,0.0,Spy,8,2011,,Summer,Action,Crime,Drama,Mystery,Thriller,,
45000000.0,2011-10-13,24000000.0,The Rum Diary,10,2011,R,Fall,Drama,Comedy,,,,,
36000000.0,2011-01-13,189712432.0,Gnomeo & Juliet,1,2011,G,Winter,Animation,Family,,,,,
30000000.0,2012-04-13,54819301.0,The Three Stooges,4,2012,PG,Spring,Comedy,,,,,,
26000000.0,2019-10-31,18377736.0,Motherless Brooklyn,10,2019,R,Fall,Drama,Thriller,,,,,
300000.0,2010-05-20,0.0,Anderson's Cross,5,2010,,Summer,Romance,Comedy,Drama,,,,
260000000.0,2010-11-24,591794936.0,Tangled,11,2010,PG,Holiday,Animation,Family,,,,,
250000000.0,2012-03-07,284139100.0,John Carter,3,2012,PG-13,Spring,Action,Adventure,Science Fiction,,,,
55000000.0,2010-04-22,0.0,Burnt by the Sun 2: Exodus,4,2010,,Spring,Drama,War,,,,,
0.0,2012-04-25,0.0,Gambit,4,2012,PG-13,Spring,Comedy,Crime,,,,,
0.0,2013-09-17,0.0,In Secret,9,2013,R,Fall,Drama,Thriller,Crime,,,,
163000000.0,2011-07-29,174822325.0,Cowboys & Aliens,7,2011,PG-13,Summer,Action,Science Fiction,Thriller,Western,,,
250000.0,2008-05-25,0.0,Hempsters: Plant the Seed,5,2008,,Summer,Documentary,,,,,,
0.0,2010-08-06,0.0,Disconnect,8,2010,NR,Summer,Thriller,Mystery,Crime,Science Fiction,,,
0.0,2015-07-17,643557.0,The Stanford Prison Experiment,7,2015,,Summer,Thriller,,,,,,
0.0,2010-11-01,0.0,Venus & Vegas,11,2010,R,Holiday,Action,Comedy,,,,,
0.0,2012-05-07,0.0,Acorralados,5,2012,,Summer,,,,,,,
69000000.0,2010-07-30,86387857.0,Dinner for Schmucks,7,2010,PG-13,Summer,Comedy,,,,,,
0.0,2019-08-30,0.0,A Million Little Pieces,8,2019,,Summer,Drama,,,,,,
110000000.0,2010-06-09,177238796.0,The A-Team,6,2010,PG-13,Summer,Thriller,Action,Adventure,Comedy,Crime,,
14000000.0,2012-08-30,85446075.0,The Possession,8,2012,PG-13,Summer,Horror,Thriller,,,,,
0.0,1963-05-03,0.0,The Queen of Sheba Meets the Atom Man,5,1963,,Summer,Comedy,,,,,,
110000000.0,2011-09-28,299268508.0,Real Steel,9,2011,PG-13,Fall,Action,Science Fiction,Drama,,,,
1500000.0,2011-03-01,0.0,Satin,3,2011,,Spring,Comedy,Drama,Romance,,,,
200000000.0,2010-06-16,1066969703.0,Toy Story 3,6,2010,G,Summer,Animation,Family,Comedy,,,,
170000000.0,2019-01-31,404852543.0,Alita: Battle Angel,1,2019,PG-13,Winter,Action,Science Fiction,Adventure,,,,
0.0,2010-01-01,0.0,"Cargo, the Lost Men",1,2010,,Winter,,,,,,,
65000000.0,2012-11-09,275293450.0,Lincoln,11,2012,PG-13,Holiday,History,Drama,,,,,
0.0,2014-09-11,37151.0,Before We Go,9,2014,PG-13,Fall,Drama,Romance,Comedy,,,,
0.0,2010-06-22,0.0,Seven Days,6,2010,,Summer,Drama,Horror,Thriller,,,,
60000000.0,2010-08-12,47664559.0,Scott Pilgrim vs. the World,8,2010,PG-13,Summer,Action,Comedy,Romance,Music,,,
0.0,2011-09-23,0.0,A Bird of the Air,9,2011,PG-13,Fall,Drama,Romance,,,,,
80000000.0,2019-03-29,363533271.0,Shazam!,3,2019,PG-13,Spring,Action,Comedy,Fantasy,,,,
130000000.0,2011-10-28,554987477.0,Puss in Boots,10,2011,PG,Fall,Action,Adventure,Animation,Family,Fantasy,Comedy,
0.0,2010-02-02,0.0,Mad World,2,2010,R,Winter,,,,,,,
1000000.0,2011-05-20,0.0,The Passing,5,2011,,Summer,Horror,,,,,,
0.0,2017-09-19,0.0,Clawed,9,2017,,Fall,Horror,,,,,,
149000000.0,2017-05-30,821847012.0,Wonder Woman,5,2017,PG-13,Summer,Action,Adventure,Fantasy,,,,
0.0,2013-04-20,0.0,Blunt Movie,4,2013,R,Spring,Comedy,,,,,,
40000000.0,2013-04-12,95020213.0,42,4,2013,PG-13,Spring,Drama,,,,,,
0.0,2010-04-29,0.0,El hada buena - Una fábula peronista,4,2010,,Spring,Science Fiction,Fantasy,,,,,
120000000.0,2012-11-20,609016565.0,Life of Pi,11,2012,PG,Holiday,Adventure,Drama,Action,,,,
0.0,2012-03-02,540152.0,Being Flynn,3,2012,R,Spring,Drama,,,,,,
20000000.0,2010-02-26,54956140.0,The Crazies,2,2010,R,Winter,Mystery,Horror,Action,,,,
55000000.0,2014-09-24,192330738.0,The Equalizer,9,2014,R,Fall,Thriller,Action,Crime,,,,
0.0,2011-11-26,0.0,Memories of Overdevelopment,11,2011,,Holiday,,,,,,,
140000000.0,2011-07-22,370569774.0,Captain America: The First Avenger,7,2011,PG-13,Summer,Action,Adventure,Science Fiction,,,,
65000000.0,2014-08-20,39407616.0,Sin City: A Dame to Kill For,8,2014,R,Summer,Crime,Action,Thriller,,,,
7000000.0,2011-04-14,0.0,Generation P,4,2011,,Spring,Comedy,Drama,Science Fiction,,,,
0.0,2013-03-08,0.0,One Step Beyond - The True Story of Géraldine Fasnacht,3,2013,,Spring,,,,,,,
0.0,2010-10-08,0.0,Drunkboat,10,2010,PG-13,Fall,Drama,,,,,,
0.0,2017-07-27,2550321.0,The Only Living Boy in New York,7,2017,,Summer,Drama,,,,,,
0.0,2011-03-18,0.0,Saving Private Perez,3,2011,,Spring,Action,Comedy,,,,,
0.0,2012-01-01,0.0,Steve Phoenix: The Untold Story,1,2012,NR,Winter,Drama,,,,,,
0.0,2015-11-22,346472.0,High-Rise,11,2015,,Holiday,Drama,,,,,,
0.0,2009-12-26,0.0,Satan Hates You,12,2009,,Holiday,Horror,Comedy,Drama,,,,
2000000.0,2013-07-09,0.0,Devil You Know,7,2013,NR,Summer,Mystery,Thriller,,,,,
0.0,2014-01-11,0.0,House at the End of the Drive,1,2014,R,Winter,Thriller,Horror,,,,,
24000000.0,2010-08-20,83188165.0,Piranha 3D,8,2010,R,Summer,Comedy,Horror,,,,,
2500000.0,2011-01-11,0.0,Act Your Age,1,2011,,Winter,Comedy,Drama,,,,,
14000000.0,2011-09-30,46495.0,Margaret,9,2011,R,Fall,Drama,,,,,,
4000000.0,2013-07-24,9800000.0,Alan Partridge: Alpha Papa,7,2013,PG-13,Summer,Crime,Comedy,Action,,,,
0.0,2010-02-12,0.0,Harlem Hostel,2,2010,NR,Winter,Comedy,Drama,,,,,
0.0,2011-10-13,0.0,The Pack,10,2011,,Fall,Drama,,,,,,
15000000.0,2015-01-16,36869414.0,Ex Machina,1,2015,R,Winter,Drama,Science Fiction,,,,,
75000000.0,2011-11-02,152930623.0,Tower Heist,11,2011,PG-13,Holiday,Action,Comedy,,,,,
110000000.0,2011-07-29,563749323.0,The Smurfs,7,2011,PG,Summer,Animation,Family,Adventure,Comedy,Fantasy,,
40000000.0,2011-01-13,51070807.0,The Mechanic,1,2011,R,Winter,Action,Thriller,Crime,,,,
150000000.0,2010-05-19,335154643.0,Prince of Persia: The Sands of Time,5,2010,PG-13,Summer,Adventure,Fantasy,Action,Romance,,,
22000000.0,2016-02-05,63647656.0,"Hail, Caesar!",2,2016,PG-13,Winter,Comedy,Drama,Mystery,,,,
0.0,2010-01-01,0.0,Stiffs,1,2010,,Winter,Comedy,,,,,,
100000000.0,2010-11-04,167805466.0,Unstoppable,11,2010,PG-13,Holiday,Action,Thriller,,,,,
40000000.0,2011-12-24,55247881.0,Extremely Loud & Incredibly Close,12,2011,PG-13,Holiday,Drama,,,,,,
32000000.0,2011-05-18,54674226.0,The Tree of Life,5,2011,PG-13,Summer,Drama,Fantasy,,,,,
130000000.0,2015-07-14,519311965.0,Ant-Man,7,2015,PG-13,Summer,Science Fiction,Action,Adventure,,,,
24.0,2010-07-06,0.0,The Greater Meaning of Water,7,2010,,Summer,Drama,,,,,,
0.0,2010-04-27,0.0,Perfect Life,4,2010,,Spring,Horror,Thriller,,,,,
40000000.0,2011-01-07,91627228.0,Season of the Witch,1,2011,PG-13,Winter,Adventure,Fantasy,Action,,,,
15000000.0,2011-04-14,4627375.0,Atlas Shrugged: Part I,4,2011,PG-13,Spring,Drama,Thriller,Science Fiction,Mystery,,,
25000000.0,2010-04-23,23580000.0,The Losers,4,2010,PG-13,Spring,Action,Adventure,Crime,Mystery,Thriller,,
36000000.0,2011-02-25,86157237.0,Hall Pass,2,2011,R,Winter,Comedy,Romance,,,,,
0.0,2013-04-27,0.0,Felix Austria!,4,2013,,Spring,Documentary,,,,,,
135000000.0,2013-03-20,587204668.0,The Croods,3,2013,PG,Spring,Action,Adventure,Animation,Comedy,Family,Fantasy,
0.0,2010-03-13,0.0,Barry Munday,3,2010,R,Spring,Comedy,Drama,Romance,,,,
0.0,2010-07-16,0.0,Chasing 3000,7,2010,PG,Summer,Drama,,,,,,
0.0,2013-06-24,0.0,uwantme2killhim?,6,2013,,Summer,Drama,Thriller,,,,,
58000000.0,2012-01-19,50365377.0,Red Tails,1,2012,PG-13,Winter,Drama,Action,Adventure,History,War,,
0.0,2013-11-01,0.0,Aftermath,11,2013,,Holiday,Thriller,Crime,,,,,
46000000.0,2016-12-22,23737523.0,Silence,12,2016,,Holiday,Drama,History,,,,,
0.0,2010-01-01,0.0,The Invited,1,2010,,Winter,Horror,,,,,,
0.0,2011-01-01,0.0,Double Tap,1,2011,,Winter,Drama,Action,Crime,,,,
35000000.0,2011-05-05,65090821.0,Something Borrowed,5,2011,PG-13,Summer,Comedy,Drama,Romance,,,,
35000000.0,2010-04-02,36236710.0,Furry Vengeance,4,2010,PG,Spring,Comedy,Family,,,,,
25000000.0,2017-01-16,26800152.0,CHiPS,1,2017,R,Winter,Action,Comedy,Crime,,,,
15000000.0,2010-07-23,27293743.0,Ramona and Beezus,7,2010,G,Summer,Comedy,Family,,,,,
0.0,2010-01-01,0.0,Good Sharma,1,2010,,Winter,,,,,,,
0.0,2012-10-26,0.0,Bad Blood... the Hunger,10,2012,,Fall,,,,,,,
18000000.0,2013-12-20,0.0,Prisoners of the Sun,12,2013,NR,Holiday,Mystery,Action,Adventure,Horror,,,
0.0,2014-10-03,0.0,The Hero of Color City,10,2014,G,Fall,Animation,,,,,,
25000000.0,2017-02-01,83080890.0,Rings,2,2017,PG-13,Winter,Horror,,,,,,
0.0,2020-10-01,0.0,Without Remorse,10,2020,,Fall,Action,Thriller,,,,,
0.0,2010-10-26,28200.0,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),10,2010,,Fall,Documentary,Music,,,,,
30000000.0,2010-11-22,102820008.0,Love & Other Drugs,11,2010,R,Holiday,Drama,Comedy,Romance,,,,
6000000.0,2013-06-07,0.0,Syrup,6,2013,R,Summer,Drama,Comedy,,,,,
40000000.0,2012-03-07,22044277.0,A Thousand Words,3,2012,PG-13,Spring,Drama,Comedy,,,,,
40000000.0,2013-02-14,74597643.0,Escape from Planet Earth,2,2013,PG,Winter,Animation,Comedy,Adventure,Family,Science Fiction,,
25400000.0,2010-10-14,0.0,The Legend of Secret Pass,10,2010,NR,Fall,Fantasy,Animation,Family,,,,
3230000.0,2012-01-01,0.0,Night of the Templar,1,2012,,Winter,Action,Comedy,Drama,,,,
20000000.0,2011-09-30,30426096.0,What's Your Number?,9,2011,R,Fall,Comedy,Romance,,,,,
0.0,2011-11-20,0.0,California Indian,11,2011,R,Holiday,,,,,,,
0.0,2010-09-17,0.0,King of the Avenue,9,2010,R,Fall,Action,Adventure,Thriller,,,,
4000000.0,2011-09-16,0.0,Samsara,9,2011,PG-13,Fall,Documentary,,,,,,
225000000.0,2013-06-12,668045518.0,Man of Steel,6,2013,,Summer,Action,Adventure,Fantasy,Science Fiction,,,
0.0,2014-11-25,0.0,Jersey Justice,11,2014,,Holiday,Action,Thriller,,,,,
5000.0,2011-09-13,0.0,Kill,9,2011,,Fall,Horror,Comedy,Thriller,,,,
0.0,2016-07-06,1133031.0,Cell,7,2016,R,Summer,Horror,Science Fiction,Thriller,,,,
0.0,2010-12-03,0.0,Night Catches Us,12,2010,,Holiday,Drama,Romance,,,,,
15000000.0,2011-08-06,78054825.0,Drive,8,2011,R,Summer,Drama,Thriller,Crime,,,,
0.0,2014-04-18,0.0,Kid Cannabis,4,2014,NR,Spring,Drama,,,,,,
0.0,2013-05-01,0.0,Santorini Blue,5,2013,,Summer,,,,,,,
0.0,2011-10-22,0.0,War of the Dead,10,2011,,Fall,Horror,Action,Adventure,,,,
150000000.0,2010-02-11,0.0,The Wolfman,2,2010,R,Winter,Horror,,,,,,
0.0,2020-01-23,0.0,The Last Full Measure,1,2020,,Winter,Drama,War,,,,,
0.0,2012-09-01,0.0,The Attack,9,2012,R,Fall,Drama,,,,,,
60000000.0,2014-09-10,108255770.0,The Boxtrolls,9,2014,PG,Fall,Animation,Comedy,Family,Fantasy,,,
30000000.0,2013-03-14,27437881.0,The Incredible Burt Wonderstone,3,2013,PG-13,Spring,Comedy,,,,,,
5000000.0,2013-11-17,55198285.0,Dallas Buyers Club,11,2013,R,Holiday,Drama,History,,,,,
0.0,2012-05-04,0.0,Elliot Loves,5,2012,,Summer,Comedy,,,,,,
60000000.0,2012-12-20,218340595.0,Jack Reacher,12,2012,PG-13,Holiday,Crime,Drama,Thriller,Action,,,
130000000.0,2013-07-18,61648500.0,R.I.P.D.,7,2013,PG-13,Summer,Fantasy,Action,Comedy,Crime,,,
0.0,2016-01-22,3460466.0,Miles Ahead,1,2016,,Winter,Drama,,,,,,
1500000.0,2011-11-10,0.0,The Yellow Wallpaper,11,2011,,Holiday,Horror,Thriller,,,,,
0.0,2013-12-20,0.0,Wilde Salomé,12,2013,R,Holiday,Documentary,,,,,,
20000000.0,2013-04-11,78378744.0,Scary Movie 5,4,2013,PG-13,Spring,Comedy,,,,,,
0.0,2010-03-12,3317662.0,13,3,2010,R,Spring,Drama,Thriller,,,,,
125000000.0,2010-04-01,232713139.0,Clash of the Titans,4,2010,PG-13,Spring,Adventure,Fantasy,Action,,,,
0.0,2019-03-22,0.0,The Dirt,3,2019,R,Spring,Drama,Music,History,,,,
150000000.0,2011-04-21,449326618.0,Thor,4,2011,PG-13,Spring,Adventure,Fantasy,Action,,,,
160000000.0,2016-05-25,433677183.0,Warcraft,5,2016,PG-13,Summer,Action,Adventure,Fantasy,,,,
15000000.0,2013-05-09,0.0,Devil's Knot,5,2013,NR,Summer,Crime,Drama,Thriller,,,,
8000000.0,2010-10-08,6491240.0,It's Kind of a Funny Story,10,2010,,Fall,Comedy,Drama,,,,,
0.0,2020-10-08,0.0,The Witches,10,2020,,Fall,Fantasy,,,,,,
0.0,2010-09-04,0.0,A Letter to Elia,9,2010,,Fall,Documentary,,,,,,
0.0,2013-11-01,0.0,The Last Pogo Jumps Again,11,2013,,Holiday,,,,,,,
48000000.0,2010-01-14,112462508.0,Tooth Fairy,1,2010,PG,Winter,Comedy,Family,Fantasy,,,,
0.0,2010-01-01,0.0,Cross the Line,1,2010,,Winter,Action,,,,,,
0.0,2011-02-22,0.0,Eyes of the Mothman,2,2011,,Winter,Documentary,,,,,,
79000000.0,2011-11-11,149673788.0,Jack and Jill,11,2011,PG,Holiday,Comedy,,,,,,
19000000.0,2011-03-04,6928068.0,Take Me Home Tonight,3,2011,R,Spring,Comedy,Drama,Romance,,,,
0.0,2011-02-14,0.0,Lavoe,2,2011,,Winter,Music,Drama,,,,,
0.0,2012-07-06,0.0,The Do-Deca-Pentathlon,7,2012,R,Summer,Comedy,,,,,,
0.0,2010-01-01,0.0,American Flyer,1,2010,,Winter,Drama,,,,,,
95000000.0,2010-02-01,226497209.0,Percy Jackson & the Olympians: The Lightning Thief,2,2010,PG,Winter,Adventure,Fantasy,Family,,,,
0.0,2011-03-05,0.0,Ashes,3,2011,,Spring,Drama,,,,,,
20000000.0,2010-03-11,49779728.0,She's Out of My League,3,2010,R,Spring,Comedy,Romance,,,,,
0.0,2010-02-13,0.0,Card Subject To Change,2,2010,,Winter,Documentary,,,,,,
0.0,2013-11-08,76586316.0,The Book Thief,11,2013,PG-13,Holiday,Drama,,,,,,
90000000.0,2011-08-17,48795021.0,Conan the Barbarian,8,2011,R,Summer,Adventure,Fantasy,Action,,,,
0.0,2014-01-17,0.0,Shanghai Hotel,1,2014,,Winter,,,,,,,
165000000.0,2014-11-05,675120017.0,Interstellar,11,2014,PG-13,Holiday,Adventure,Drama,Science Fiction,,,,
200000000.0,2013-06-20,531865000.0,World War Z,6,2013,PG-13,Summer,Action,Drama,Horror,Science Fiction,Thriller,,
14000000.0,2010-08-06,1755212.0,Flipped,8,2010,,Summer,Romance,Drama,,,,,
52000000.0,2010-02-10,216485654.0,Valentine's Day,2,2010,PG-13,Winter,Comedy,Romance,,,,,
0.0,2013-02-15,0.0,The Power of Few,2,2013,R,Winter,Thriller,Action,Crime,Drama,Mystery,,
0.0,2016-05-01,0.0,Manhattan Minutiae,5,2016,,Summer,,,,,,,
60000000.0,2011-05-05,78309131.0,Priest,5,2011,PG-13,Summer,Horror,Action,Thriller,,,,
0.0,2011-05-04,0.0,The Long Falling,5,2011,,Summer,Drama,,,,,,
0.0,2016-09-30,4218.0,Maximum Ride,9,2016,PG-13,Fall,Action,Adventure,Comedy,Fantasy,Science Fiction,Thriller,
0.0,2018-12-10,0.0,Caravaggio and My Mother the Pope,12,2018,,Holiday,Drama,Comedy,,,,,
0.0,2013-04-23,0.0,Wild in the Streets,4,2013,NR,Spring,Documentary,,,,,,
70000000.0,2014-10-01,217124280.0,Dracula Untold,10,2014,PG-13,Fall,Horror,Action,Drama,Fantasy,War,,
17000000.0,2012-10-27,0.0,Gallowwalkers,10,2012,R,Fall,Action,Horror,,,,,
0.0,2011-05-02,0.0,Waking Madison,5,2011,R,Summer,Drama,Thriller,Mystery,,,,
160000000.0,2014-05-14,529076069.0,Godzilla,5,2014,PG-13,Summer,Action,Drama,Science Fiction,,,,
0.0,2012-08-03,0.0,The Babymakers,8,2012,R,Summer,Comedy,,,,,,
3000000.0,2014-04-22,0.0,Electric Slide,4,2014,R,Spring,Action,Crime,Thriller,,,,
0.0,2018-04-13,0.0,Krystal,4,2018,,Spring,Drama,Comedy,,,,,
0.0,2016-03-18,0.0,Pee-wee's Big Holiday,3,2016,PG,Spring,Adventure,Comedy,Family,,,,
0.0,2013-08-30,0.0,Approaching Midnight,8,2013,,Summer,Romance,Crime,Drama,,,,
85000000.0,2012-09-20,358375603.0,Hotel Transylvania,9,2012,PG,Fall,Animation,Comedy,Family,Fantasy,,,
21000000.0,2019-04-04,112399944.0,Pet Sematary,4,2019,R,Spring,Thriller,Horror,,,,,
0.0,2012-05-25,0.0,Retreat!,5,2012,,Summer,,,,,,,
0.0,2011-10-07,0.0,Everyday Sunshine:  The Story of Fishbone,10,2011,,Fall,Documentary,Music,,,,,
37000000.0,2010-09-15,154026136.0,The Town,9,2010,R,Fall,Crime,Drama,Thriller,,,,
0.0,2011-11-18,0.0,Río de oro,11,2011,,Holiday,Western,,,,,,
3500000.0,2010-07-09,34705850.0,The Kids Are All Right,7,2010,,Summer,Comedy,Drama,,,,,
0.0,2010-01-01,0.0,Killer by Nature,1,2010,,Winter,Romance,Crime,Drama,Thriller,Adventure,,
0.0,2011-04-04,0.0,Pox,4,2011,,Spring,,,,,,,
30000000.0,2011-04-29,13521829.0,Hoodwinked Too! Hood VS. Evil,4,2011,PG,Spring,Comedy,Animation,Family,,,,
0.0,2010-04-19,0.0,Neowolf,4,2010,,Spring,Horror,Thriller,,,,,
2000000.0,2011-04-29,0.0,The Speed of Thought,4,2011,,Spring,Action,Thriller,Science Fiction,,,,
220000000.0,2012-04-25,1519557910.0,The Avengers,4,2012,PG-13,Spring,Science Fiction,Action,Adventure,,,,
100000000.0,2013-05-15,268426634.0,Epic,5,2013,PG,Summer,Animation,Adventure,Family,Fantasy,,,
0.0,2016-05-10,0.0,The Sighting,5,2016,,Summer,Horror,Thriller,,,,,
7300000.0,2015-05-22,0.0,Duel of Legends,5,2015,,Summer,Action,,,,,,
0.0,2012-11-02,0.0,Jack & Diane,11,2012,R,Holiday,Drama,Horror,Romance,,,,
0.0,2013-09-13,0.0,Sir Billi,9,2013,,Fall,Animation,Adventure,Comedy,,,,
2000000.0,2011-05-05,0.0,Naked Run,5,2011,,Summer,,,,,,,
0.0,2011-01-28,0.0,This Is What Love in Action Looks Like,1,2011,,Winter,Documentary,,,,,,
500000.0,2010-07-20,0.0,2001 Maniacs: Field of Screams,7,2010,R,Summer,Comedy,Horror,,,,,
0.0,2019-05-03,0.0,Bolden,5,2019,R,Summer,Drama,Music,,,,,
0.0,2011-03-25,0.0,Immortal Island,3,2011,,Spring,Horror,Thriller,Adventure,,,,
13500000.0,2018-04-19,18850674.0,Super Troopers 2,4,2018,R,Spring,Comedy,Crime,Mystery,,,,
145000000.0,2014-02-07,272912430.0,Mr. Peabody & Sherman,2,2014,PG,Winter,Animation,Adventure,Family,,,,
0.0,2012-10-02,0.0,Letting Go,10,2012,NR,Fall,Drama,Romance,,,,,
0.0,2012-06-01,0.0,6 Month Rule,6,2012,R,Summer,Comedy,Romance,,,,,
0.0,2021-07-29,0.0,Jungle Cruise,7,2021,,Summer,Adventure,Fantasy,Family,Comedy,,,
0.0,2009-01-01,0.0,"Surprise, Surprise",1,2009,NC-17,Winter,Drama,,,,,,
25000000.0,2010-10-08,19829957.0,My Soul to Take,10,2010,R,Fall,Drama,Horror,Mystery,Thriller,,,
4000000.0,2011-08-19,1104682.0,Red State,8,2011,R,Summer,Horror,Action,Thriller,,,,
0.0,2011-06-25,0.0,Beijing Taxi,6,2011,,Summer,Documentary,,,,,,
0.0,2011-01-01,0.0,Rift,1,2011,R,Winter,Horror,,,,,,
0.0,2010-03-10,0.0,Bulletface,3,2010,R,Spring,Thriller,,,,,,
0.0,2010-10-02,0.0,First Circle,10,2010,G,Fall,Drama,Documentary,,,,,
0.0,2012-04-26,0.0,Jewtopia,4,2012,NR,Spring,Comedy,Romance,,,,,
3000000.0,2010-01-22,0.0,Please Give,1,2010,R,Winter,Comedy,Drama,,,,,
60000000.0,2010-08-12,204594016.0,Eat Pray Love,8,2010,PG-13,Summer,Drama,,,,,,
5000000.0,2011-01-19,0.0,"Mama, I Want to Sing!",1,2011,PG,Winter,,,,,,,
0.0,2011-02-03,108609310.0,Sanctum,2,2011,R,Winter,Action,Thriller,,,,,
0.0,2010-04-06,0.0,Air: The Musical,4,2010,,Spring,,,,,,,
35000000.0,2013-02-21,42930462.0,Snitch,2,2013,PG-13,Winter,Thriller,Drama,Action,,,,
0.0,2010-01-01,0.0,Wreckage,1,2010,R,Winter,Horror,Thriller,,,,,
70000000.0,2014-05-08,18662027.0,Legends of Oz: Dorothy's Return,5,2014,PG,Summer,Animation,Music,Family,,,,
23000000.0,2015-01-16,79799880.0,The Wedding Ringer,1,2015,R,Winter,Comedy,,,,,,
0.0,2010-05-12,0.0,Hyenas,5,2010,,Summer,Drama,Horror,,,,,
0.0,2010-01-01,0.0,Repo,1,2010,,Winter,Comedy,Drama,,,,,
19000000.0,2010-05-11,49830607.0,The Switch,5,2010,PG-13,Summer,Comedy,Romance,Drama,,,,
0.0,2014-04-10,0.0,Hamlet A.D.D.,4,2014,,Spring,Comedy,,,,,,
30000000.0,2010-05-14,82148538.0,Letters to Juliet,5,2010,PG,Summer,Comedy,Drama,Romance,,,,
165000000.0,2010-03-10,494878759.0,How to Train Your Dragon,3,2010,PG,Spring,Fantasy,Adventure,Animation,Family,,,
165000000.0,2010-05-16,752600867.0,Shrek Forever After,5,2010,PG,Summer,Comedy,Adventure,Fantasy,Animation,Family,,
0.0,2011-12-11,0.0,Blur,12,2011,,Holiday,Thriller,Drama,Mystery,,,,
93.0,2011-01-28,2500000.0,From Prada to Nada,1,2011,PG-13,Winter,Comedy,Drama,Romance,,,,
0.0,2010-02-02,0.0,Don't Fade Away,2,2010,,Winter,Drama,,,,,,
0.0,2011-02-18,0.0,The Key Man,2,2011,,Winter,Crime,Drama,Thriller,,,,
5000000.0,2010-05-07,0.0,Psych:9,5,2010,R,Summer,Horror,Mystery,Thriller,,,,
0.0,2010-05-01,0.0,Acts of Violence,5,2010,R,Summer,Action,Drama,Crime,Thriller,,,
250000000.0,2012-11-26,1021103568.0,The Hobbit: An Unexpected Journey,11,2012,PG-13,Holiday,Adventure,Fantasy,Action,,,,
0.0,2015-05-29,28641776.0,Love & Mercy,5,2015,PG-13,Summer,Drama,Music,,,,,
35000000.0,2011-10-12,28128670.0,The Thing,10,2011,R,Fall,Horror,Science Fiction,Mystery,Thriller,,,
0.0,2010-07-04,0.0,Eager to Die,7,2010,,Summer,,,,,,,
0.0,2014-11-07,0.0,A Merry Friggin' Christmas,11,2014,PG-13,Holiday,Comedy,,,,,,
0.0,2010-03-14,0.0,Casa bajo asedio,3,2010,,Spring,Adventure,Action,Thriller,,,,
15000000.0,2010-06-14,0.0,Unthinkable,6,2010,R,Summer,Drama,Thriller,,,,,
0.0,2010-11-17,0.0,Victim,11,2010,,Holiday,Horror,,,,,,
180000000.0,2016-06-06,356743061.0,The Legend of Tarzan,6,2016,PG-13,Summer,Action,Adventure,,,,,
0.0,2010-05-13,0.0,The Dead Undead,5,2010,,Summer,Horror,Science Fiction,Action,,,,
0.0,2010-10-16,0.0,Truth About Kerry,10,2010,,Fall,Drama,Mystery,Thriller,,,,
0.0,2012-12-15,0.0,PIzza with Bullets,12,2012,,Holiday,,,,,,,
250000000.0,2010-10-17,954305868.0,Harry Potter and the Deathly Hallows: Part 1,10,2010,PG-13,Fall,Adventure,Fantasy,,,,,
