budget,release_date,revenue,title,month,year,rating,season,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7
0.0,2010-07-06,0.0,Snatched!,7,2010,NR,Summer,Comedy,Crime,Mystery,,,,
0.0,2010-02-04,0.0,Flying Lessons,2,2010,R,Winter,Drama,,,,,,
50000000.0,2011-09-22,110206216.0,Moneyball,9,2011,PG-13,Fall,Drama,,,,,,
255000000.0,2013-07-03,89289910.0,The Lone Ranger,7,2013,PG-13,Summer,Action,Adventure,Western,,,,
165000000.0,2016-10-25,677700000.0,Doctor Strange,10,2016,PG-13,Fall,Action,Adventure,Fantasy,Science Fiction,,,
2000000.0,2012-01-20,2368060.0,Middle of Nowhere,1,2012,R,Winter,Drama,,,,,,
50000000.0,2013-10-09,122915111.0,Escape Plan,10,2013,R,Fall,Action,Thriller,,,,,
15000000.0,2011-06-03,0.0,The Lion of Judah,6,2011,PG,Summer,Adventure,Animation,Comedy,Family,,,
0.0,2014-10-01,0.0,16 Stones,10,2014,PG,Fall,Adventure,,,,,,
50000000.0,2010-10-22,105197635.0,Hereafter,10,2010,PG-13,Fall,Drama,Fantasy,,,,,
30000000.0,2016-10-15,8574339.0,The Lost City of Z,10,2016,,Fall,Adventure,Drama,History,Action,,,
0.0,2010-11-26,0.0,One Wish,11,2010,,Holiday,Comedy,Drama,,,,,
35000000.0,2010-04-23,77477008.0,The Back-Up Plan,4,2010,PG-13,Spring,Comedy,Romance,,,,,
0.0,2010-02-09,0.0,Shadows in Paradise,2,2010,,Winter,Action,,,,,,
26000000.0,2012-08-29,53676580.0,Lawless,8,2012,R,Summer,Crime,Drama,Western,,,,
0.0,2010-10-06,1279.0,An Invisible Sign,10,2010,PG-13,Fall,Family,Drama,Romance,Comedy,,,
20000000.0,2010-09-17,50500000.0,Alpha and Omega,9,2010,PG,Fall,Animation,Family,Comedy,Adventure,Romance,,
70000000.0,2018-10-11,100546153.0,First Man,10,2018,PG-13,Fall,History,Drama,,,,,
25000000.0,2010-11-10,4644108.0,London Boulevard,11,2010,R,Holiday,Drama,Crime,,,,,
20000000.0,2013-07-18,46089287.0,The World's End,7,2013,R,Summer,Comedy,Action,Science Fiction,,,,
17000000.0,2011-09-02,12355798.0,Seeking Justice,9,2011,R,Fall,Action,Drama,Thriller,,,,
0.0,2013-02-19,0.0,Tug,2,2013,NR,Winter,Comedy,Romance,,,,,
200000000.0,2011-06-11,559852396.0,Cars 2,6,2011,G,Summer,Animation,Family,Adventure,Comedy,,,
5000000.0,2014-10-09,2450846.0,Kill the Messenger,10,2014,R,Fall,Thriller,Crime,Drama,Mystery,,,
19000000.0,2010-01-08,29922472.0,Leap Year,1,2010,PG,Winter,Romance,Comedy,,,,,
3100000.0,2010-07-15,0.0,Womb,7,2010,NR,Summer,Romance,Science Fiction,,,,,
0.0,2010-01-01,0.0,One in the Gun,1,2010,NR,Winter,Thriller,,,,,,
185000000.0,2012-06-21,538983207.0,Brave,6,2012,PG,Summer,Animation,Adventure,Comedy,Family,Action,Fantasy,
0.0,2012-08-17,0.0,Secret of the Wings,8,2012,G,Summer,Animation,Family,Fantasy,Adventure,,,
200.0,2011-05-17,0.0,Mob Rules,5,2011,R,Summer,Action,Adventure,Thriller,,,,
70000000.0,2011-03-08,202466756.0,Battle: Los Angeles,3,2011,PG-13,Spring,Action,Science Fiction,,,,,
27000000.0,2011-03-08,161849455.0,Limitless,3,2011,PG-13,Spring,Thriller,Mystery,Science Fiction,,,,
80000000.0,2010-07-10,140073390.0,Legend of the Guardians: The Owls of Ga'Hoole,7,2010,PG,Summer,Animation,Adventure,Family,Fantasy,,,
0.0,2011-01-25,0.0,BreadCrumbs,1,2011,R,Winter,Horror,Thriller,,,,,
110000000.0,2017-03-29,169801921.0,Ghost in the Shell,3,2017,PG-13,Spring,Action,Science Fiction,Thriller,Drama,,,
0.0,2011-03-03,0.0,The Legend of Hell's Gate: An American Conspiracy,3,2011,,Spring,Action,Adventure,History,Western,,,
0.0,2010-02-23,0.0,Motherland,2,2010,,Winter,,,,,,,
0.0,2012-01-01,0.0,Dropping Evil,1,2012,,Winter,Horror,Comedy,,,,,
500000.0,2010-07-01,0.0,Stacy's Mom,7,2010,,Summer,Comedy,Romance,,,,,
0.0,2010-01-01,0.0,Cupid's Arrow,1,2010,R,Winter,Comedy,Drama,,,,,
0.0,2010-01-01,0.0,Hard Breakers,1,2010,R,Winter,Comedy,,,,,,
60000000.0,2010-09-09,300228084.0,Resident Evil: Afterlife,9,2010,R,Fall,Action,Adventure,Horror,Science Fiction,,,
12000000.0,2010-01-14,204940.0,Henry's Crime,1,2010,R,Winter,Crime,Comedy,,,,,
0.0,2008-01-01,0.0,Killer's Freedom,1,2008,,Winter,Thriller,,,,,,
0.0,2011-03-12,0.0,Demoted,3,2011,,Spring,Comedy,,,,,,
0.0,2010-01-01,0.0,Urgency,1,2010,,Winter,Action,Adventure,Thriller,,,,
2500000.0,2010-11-16,0.0,Beneath the Blue,11,2010,G,Holiday,Drama,,,,,,
0.0,2011-03-16,0.0,Wings of Life,3,2011,,Spring,Documentary,,,,,,
80000000.0,2011-07-06,169852759.0,Zookeeper,7,2011,PG,Summer,Comedy,Romance,Family,,,,
0.0,2011-04-22,15240456.0,African Cats,4,2011,G,Spring,Documentary,Adventure,,,,,
0.0,2011-09-02,0.0,Bert Stern: Original Madman,9,2011,,Fall,Documentary,,,,,,
0.0,2012-10-15,0.0,Player,10,2012,,Fall,,,,,,,
0.0,2011-01-01,0.0,The Tested,1,2011,,Winter,Drama,,,,,,
26000000.0,2014-01-30,34592118.0,Forbidden Empire,1,2014,R,Winter,Thriller,Adventure,Mystery,Fantasy,Horror,Science Fiction,
0.0,2010-01-19,0.0,No Greater Love,1,2010,PG,Winter,Documentary,Romance,,,,,
0.0,2014-01-16,0.0,Hype Nation,1,2014,,Winter,Drama,Music,,,,,
0.0,2017-12-31,0.0,Retina,12,2017,NR,Holiday,Drama,Thriller,,,,,
40000000.0,2010-06-04,90029656.0,Get Him to the Greek,6,2010,R,Summer,Comedy,,,,,,
0.0,2012-11-02,1562546.0,A Late Quartet,11,2012,R,Holiday,Music,Drama,,,,,
80000000.0,2010-01-28,74901339.0,Edge of Darkness,1,2010,R,Winter,Crime,Drama,Mystery,Thriller,,,
0.0,2011-09-15,0.0,Happy New Year,9,2011,R,Fall,War,Drama,,,,,
0.0,2011-09-24,0.0,Bob and the Monster,9,2011,,Fall,Documentary,,,,,,
0.0,2017-09-17,0.0,Alexander Jamieson,9,2017,NR,Fall,Adventure,Drama,,,,,
0.0,2010-01-01,0.0,Alphonso Bow,1,2010,,Winter,,,,,,,
20000000.0,2010-09-30,45636368.0,The Debt,9,2010,R,Fall,Drama,Thriller,,,,,
5000000.0,2015-10-05,0.0,The Great Gilly Hopkins,10,2015,PG,Fall,Comedy,Drama,Family,,,,
25000000.0,2018-10-12,7649973.0,Beautiful Boy,10,2018,R,Fall,Drama,,,,,,
0.0,2011-01-01,0.0,Subject: I Love You,1,2011,PG-13,Winter,Drama,Romance,Thriller,,,,
0.0,2010-08-27,0.0,Aashayein,8,2010,,Summer,Drama,,,,,,
0.0,2011-01-01,0.0,Rites of Spring,1,2011,,Winter,Horror,Thriller,,,,,
0.0,2018-01-15,0.0,Caller ID: Entity,1,2018,NR,Winter,Science Fiction,Thriller,,,,,
0.0,2014-01-01,0.0,The Final Song,1,2014,,Winter,,,,,,,
0.0,2013-09-03,0.0,Slightly Single in L.A.,9,2013,PG-13,Fall,Comedy,Romance,,,,,
200000000.0,2010-04-28,623933331.0,Iron Man 2,4,2010,PG-13,Spring,Adventure,Action,Science Fiction,,,,
20000000.0,2010-10-01,24145613.0,Let Me In,10,2010,R,Fall,Drama,Horror,Mystery,,,,
1000000.0,2010-02-24,0.0,Downstream,2,2010,,Winter,Science Fiction,Action,,,,,
145000000.0,2011-12-07,694713380.0,Mission: Impossible - Ghost Protocol,12,2011,PG-13,Holiday,Action,Thriller,Adventure,,,,
50000000.0,2013-12-18,173649015.0,Anchorman 2: The Legend Continues,12,2013,PG-13,Holiday,Comedy,,,,,,
0.0,2011-03-14,0.0,Dead Stop,3,2011,,Spring,Horror,,,,,,
1.0,2009-08-09,0.0,Junkyard Dog,8,2009,,Summer,Horror,Thriller,,,,,
0.0,2017-10-20,6423605.0,Same Kind of Different as Me,10,2017,PG-13,Fall,Drama,,,,,,
0.0,2015-06-26,0.0,Bound to Vengeance,6,2015,,Summer,Thriller,Horror,,,,,
20000000.0,2012-12-21,610792.0,Not Fade Away,12,2012,R,Holiday,Drama,,,,,,
0.0,2010-01-01,0.0,Endure,1,2010,R,Winter,Mystery,Thriller,,,,,
0.0,2009-11-08,0.0,The Saints of Mt. Christopher,11,2009,,Holiday,Drama,,,,,,
65000000.0,2010-11-04,211780824.0,Due Date,11,2010,R,Holiday,Comedy,Drama,,,,,
0.0,2011-09-02,0.0,A Good Old Fashioned Orgy,9,2011,R,Fall,Comedy,,,,,,
36000000.0,2010-03-26,64572262.0,Hot Tub Time Machine,3,2010,R,Spring,Science Fiction,Comedy,Adventure,,,,
100000.0,2010-02-15,0.0,From the Inside,2,2010,NR,Winter,Thriller,Horror,,,,,
70000000.0,2012-06-14,58058367.0,That's My Boy,6,2012,R,Summer,Comedy,,,,,,
500000.0,2010-01-01,0.0,Nic & Tristan Go Mega Dega,1,2010,,Winter,Family,,,,,,
0.0,2010-01-22,0.0,Teenage Paparazzo,1,2010,,Winter,Documentary,,,,,,
500000.0,2010-01-23,0.0,Drones,1,2010,,Winter,Comedy,Science Fiction,,,,,
42000000.0,2012-03-14,201585328.0,21 Jump Street,3,2012,R,Spring,Action,Comedy,Crime,,,,
0.0,2011-10-07,0.0,Captain Thunder,10,2011,,Fall,Adventure,,,,,,
0.0,2010-01-01,0.0,My Girlfriend's Back,1,2010,PG-13,Winter,Comedy,Romance,,,,,
0.0,2010-07-28,0.0,New York Street Games,7,2010,,Summer,,,,,,,
500000.0,2011-12-27,769552.0,Pariah,12,2011,,Holiday,Drama,,,,,,
0.0,2010-03-26,6153967.0,Greenberg,3,2010,R,Spring,Comedy,Drama,Romance,,,,
65000000.0,2012-03-15,44806783.0,Red Dawn,3,2012,PG-13,Spring,War,Action,Thriller,Science Fiction,,,
120000000.0,2014-01-30,242688965.0,RoboCop,1,2014,PG-13,Winter,Action,Science Fiction,,,,,
0.0,2009-01-01,0.0,The Awakened,1,2009,,Winter,Action,Horror,Science Fiction,,,,
0.0,2011-01-01,0.0,Monsterpiece Theatre Volume 1,1,2011,NR,Winter,Horror,Comedy,,,,,
1000000.0,2011-07-29,0.0,The Future,7,2011,,Summer,Comedy,Drama,,,,,
0.0,2018-09-14,0.0,Where Hands Touch,9,2018,PG-13,Fall,War,Drama,Romance,,,,
0.0,2010-04-20,0.0,Heterosexuals,4,2010,,Spring,Comedy,,,,,,
56000000.0,2013-01-18,19701164.0,Broken City,1,2013,R,Winter,Thriller,Crime,Drama,,,,
0.0,2010-06-24,0.0,Mahler on the Couch,6,2010,,Summer,Drama,,,,,,
0.0,2011-08-05,0.0,Magic Trip,8,2011,R,Summer,Documentary,Music,,,,,
11000000.0,2011-02-01,0.0,Sidewalls,2,2011,PG-13,Winter,Drama,Romance,,,,,
0.0,2015-10-16,0.0,Wind Walkers,10,2015,,Fall,Action,Horror,Thriller,,,,
0.0,2010-03-15,0.0,Lemmy,3,2010,NR,Spring,Documentary,Music,,,,,
0.0,2010-11-01,0.0,Special Ops,11,2010,R,Holiday,Action,Thriller,,,,,
0.0,2011-06-17,0.0,The Truth About Angels,6,2011,,Summer,Drama,Thriller,,,,,
0.0,2010-06-15,0.0,The Assignment,6,2010,,Summer,Family,Drama,,,,,
0.0,2015-06-16,0.0,Frank and Cindy,6,2015,,Summer,Comedy,Drama,,,,,
0.0,2012-10-03,0.0,Mariachi Gringo,10,2012,,Fall,Comedy,Romance,,,,,
4800000.0,2010-04-09,0.0,City of Shadows,4,2010,,Spring,Drama,History,,,,,
75000.0,2013-05-02,0.0,The Arrested Development Documentary Project,5,2013,NR,Summer,Documentary,Comedy,,,,,
5.0,2010-01-01,0.0,Corruption.Gov,1,2010,,Winter,Thriller,,,,,,
0.0,2010-07-07,0.0,D4,7,2010,,Summer,Action,Horror,Thriller,Science Fiction,,,
0.0,2010-03-24,0.0,Youngstown: Still Standing,3,2010,,Spring,,,,,,,
49900000.0,2011-04-08,26121638.0,Your Highness,4,2011,R,Spring,Comedy,Adventure,Fantasy,,,,
0.0,2010-07-13,0.0,How to Make Love to a Woman,7,2010,R,Summer,Comedy,Romance,,,,,
0.0,2014-03-29,0.0,Locker 13,3,2014,R,Spring,Horror,Drama,Thriller,,,,
0.0,2010-11-01,0.0,Twisted Path,11,2010,NR,Holiday,Mystery,Thriller,,,,,
40000000.0,2017-08-25,0.0,Death Note,8,2017,NC-17,Summer,Fantasy,Horror,Mystery,Thriller,,,
0.0,2010-10-15,0.0,Gerrymandering,10,2010,NR,Fall,Documentary,,,,,,
0.0,2011-11-18,0.0,Laredoans Speak: Voices on Immigration,11,2011,,Holiday,Documentary,,,,,,
0.0,2010-04-09,0.0,The River Why,4,2010,PG-13,Spring,Drama,Romance,,,,,
0.0,2010-05-28,0.0,Road Train,5,2010,R,Summer,Horror,Thriller,Science Fiction,,,,
0.0,2011-01-01,0.0,Here's the Kicker,1,2011,,Winter,,,,,,,
0.0,2011-10-14,0.0,Legends of Valhalla: Thor,10,2011,,Fall,Animation,Adventure,Comedy,Family,Fantasy,,
2000000.0,2010-06-17,572809.0,I Spit on Your Grave,6,2010,R,Summer,Thriller,Crime,Horror,,,,
7000000.0,2011-09-28,10765283.0,We Need to Talk About Kevin,9,2011,,Fall,Drama,Thriller,,,,,
17000.0,2011-04-16,101236.0,Bellflower,4,2011,R,Spring,Action,Drama,Romance,,,,
500000.0,2011-04-01,0.0,Judas Kiss,4,2011,,Spring,Drama,Science Fiction,,,,,
0.0,2010-01-22,0.0,The Valdemar Legacy,1,2010,R,Winter,Horror,Mystery,,,,,
0.0,2011-04-15,0.0,Fancypants,4,2011,,Spring,Comedy,Drama,,,,,
100000000.0,2010-12-08,278731369.0,The Tourist,12,2010,PG-13,Holiday,Action,Thriller,Romance,,,,
37000000.0,2015-05-27,26250020.0,Aloha,5,2015,PG-13,Summer,Drama,Comedy,Romance,,,,
10000000.0,2010-10-22,0.0,Hisss,10,2010,,Fall,Fantasy,Horror,Thriller,,,,
0.0,2009-11-04,0.0,Magic Man,11,2009,,Holiday,Drama,Thriller,,,,,
0.0,2010-08-17,58147.0,Burning Bright,8,2010,PG-13,Summer,Drama,Horror,Thriller,,,,
31000000.0,2010-01-21,15134293.0,Extraordinary Measures,1,2010,PG,Winter,Drama,,,,,,
0.0,2014-02-25,0.0,Showing Up,2,2014,,Winter,Documentary,,,,,,
12500000.0,2010-09-11,6732980.0,Conviction,9,2010,R,Fall,Drama,,,,,,
0.0,2010-06-01,0.0,Fog,6,2010,,Summer,,,,,,,
0.0,2013-01-01,0.0,Robert Williams Mr. Bitchin',1,2013,,Winter,Documentary,,,,,,
0.0,2009-01-01,0.0,Psychic Experiment,1,2009,,Winter,Horror,Thriller,Science Fiction,,,,
32000000.0,2013-06-12,126041322.0,This Is the End,6,2013,R,Summer,Action,Comedy,,,,,
58000000.0,2010-10-13,71664962.0,RED,10,2010,PG-13,Fall,Action,Adventure,Comedy,Crime,Thriller,,
0.0,2011-01-01,0.0,Snatched,1,2011,,Winter,Comedy,,,,,,
33000.0,2010-01-02,0.0,Triptosane,1,2010,NR,Winter,,,,,,,
0.0,2009-12-31,0.0,The Lazarus Papers,12,2009,,Holiday,Drama,Action,Thriller,Science Fiction,,,
0.0,2010-07-19,0.0,The Mountain Thief,7,2010,,Summer,,,,,,,
0.0,2010-08-16,0.0,Unforgettable,8,2010,,Summer,,,,,,,
0.0,2010-09-15,0.0,The Karma Killer,9,2010,NR,Fall,Thriller,Crime,Drama,,,,
0.0,2010-06-03,0.0,High School,6,2010,,Summer,Comedy,,,,,,
0.0,2011-04-19,0.0,The Abduction of Zack Butterfield,4,2011,,Spring,Thriller,Crime,Drama,,,,
0.0,2010-06-11,0.0,Norman,6,2010,R,Summer,Comedy,Drama,,,,,
0.0,2014-10-12,176391.0,Serena,10,2014,R,Fall,Drama,,,,,,
0.0,2011-07-10,0.0,Sister Mary,7,2011,,Summer,,,,,,,
0.0,2011-03-13,0.0,Almost Perfect,3,2011,,Spring,Comedy,,,,,,
0.0,2010-04-20,0.0,Fighting Fish,4,2010,,Spring,Drama,,,,,,
0.0,2019-02-20,0.0,I See You,2,2019,,Winter,Thriller,,,,,,
28000000.0,2010-03-22,96188903.0,Kick-Ass,3,2010,R,Spring,Action,Crime,,,,,
0.0,2011-03-04,0.0,Under the Boardwalk: The Monopoly Story,3,2011,G,Spring,Documentary,History,,,,,
0.0,2010-01-01,0.0,Justin Time,1,2010,PG,Winter,Adventure,Fantasy,Action,Science Fiction,Family,,
0.0,2011-07-15,89182.0,Salvation Boulevard,7,2011,PG,Summer,Comedy,Thriller,Action,Drama,,,
0.0,2010-01-01,0.0,The Way Home,1,2010,,Winter,Drama,Family,Romance,,,,
0.0,2010-02-01,0.0,Angels Die Slowly,2,2010,,Winter,,,,,,,
0.0,2011-09-23,0.0,Cape Spin: An American Power Struggle,9,2011,,Fall,Documentary,,,,,,
0.0,2013-01-01,0.0,LAID: Life as It's Dealt,1,2013,,Winter,,,,,,,
110000000.0,2014-03-05,337580051.0,300: Rise of an Empire,3,2014,R,Spring,Action,War,Fantasy,,,,
75000000.0,2011-11-10,226904017.0,Immortals,11,2011,R,Holiday,Fantasy,Action,Drama,,,,
0.0,2010-05-28,0.0,Northern Comfort,5,2010,,Summer,Drama,,,,,,
0.0,2011-07-17,0.0,Daylight,7,2011,,Summer,Thriller,Horror,,,,,
42000000.0,2018-12-25,40462793.0,Holmes & Watson,12,2018,PG-13,Holiday,Mystery,Adventure,Comedy,Crime,,,
10000000.0,2010-09-04,0.0,Incendies,9,2010,R,Fall,Drama,War,Mystery,,,,
0.0,2010-06-01,0.0,Hello Lonesome,6,2010,,Summer,Drama,Comedy,Romance,,,,
15000000.0,2012-11-02,15608545.0,The Man with the Iron Fists,11,2012,R,Holiday,Action,,,,,,
0.0,2011-08-19,0.0,The Tenant,8,2011,,Summer,Horror,Action,Thriller,Science Fiction,,,
30000000.0,2012-04-12,71041255.0,The Cabin in the Woods,4,2012,R,Spring,Horror,Comedy,Thriller,,,,
30000000.0,2018-01-18,80509622.0,Den of Thieves,1,2018,R,Winter,Action,Thriller,Crime,,,,
4000000.0,2011-12-31,0.0,On the Inside,12,2011,R,Holiday,Drama,Thriller,,,,,
0.0,2011-01-11,0.0,Pathfinders: In the Company of Strangers,1,2011,,Winter,Action,History,War,,,,
300.0,2012-06-01,0.0,The Vessel,6,2012,,Summer,,,,,,,
0.0,2011-01-01,0.0,In My Pocket,1,2011,,Winter,,,,,,,
0.0,2010-02-09,0.0,Icarus,2,2010,R,Winter,Action,Drama,Thriller,,,,
100000000.0,2010-05-26,288347692.0,Sex and the City 2,5,2010,R,Summer,Comedy,Drama,Romance,,,,
0.0,2011-03-02,0.0,Take Me Home,3,2011,,Spring,Comedy,Romance,,,,,
0.0,2011-06-04,0.0,All God's Creatures,6,2011,NR,Summer,,,,,,,
0.0,2011-12-02,0.0,Watching TV With the Red Chinese,12,2011,,Holiday,Drama,Comedy,,,,,
0.0,2011-04-16,0.0,Pig,4,2011,NR,Spring,Drama,Mystery,Science Fiction,Thriller,,,
40000000.0,2011-04-11,97138686.0,Scream 4,4,2011,R,Spring,Horror,Mystery,,,,,
0.0,2021-12-22,0.0,Wicked,12,2021,,Holiday,Drama,Fantasy,Romance,,,,
100.0,2010-03-06,0.0,Coasting,3,2010,NR,Spring,Drama,Romance,,,,,
0.0,2010-11-11,0.0,Endings,11,2010,,Holiday,Drama,,,,,,
0.0,2010-04-17,0.0,Pickin' and Grinnin',4,2010,,Spring,Comedy,,,,,,
0.0,2010-01-01,0.0,A Small Act,1,2010,,Winter,Documentary,,,,,,
0.0,2010-10-01,0.0,Screwball: The Ted Whitfield Story,10,2010,R,Fall,Comedy,,,,,,
0.0,2010-04-25,0.0,The Last Play at Shea,4,2010,,Spring,Documentary,Music,,,,,
0.0,2013-10-18,0.0,Paradise,10,2013,PG-13,Fall,Comedy,Drama,,,,,
0.0,2010-05-21,0.0,The Devil Within,5,2010,NR,Summer,Thriller,,,,,,
0.0,2010-05-07,0.0,Room in Rome,5,2010,,Summer,Drama,Romance,,,,,
0.0,2010-09-10,0.0,The Trial,9,2010,PG-13,Fall,Comedy,Drama,Romance,,,,
0.0,2010-05-21,0.0,Act Your Age: The Kids of Widney High Story,5,2010,,Summer,Documentary,,,,,,
0.0,2015-09-29,0.0,Promises,9,2015,,Fall,Drama,Family,Mystery,,,,
16000000.0,2011-02-04,52545707.0,The Roommate,2,2011,PG-13,Winter,Thriller,Drama,Horror,,,,
0.0,2010-06-04,0.0,BoyBand,6,2010,NR,Summer,Comedy,,,,,,
100000000.0,2014-07-23,244819862.0,Hercules,7,2014,PG-13,Summer,Action,Adventure,,,,,
0.0,2011-04-11,0.0,Postales,4,2011,,Spring,,,,,,,
0.0,2011-04-15,0.0,An Inconvenient Tax,4,2011,,Spring,Documentary,,,,,,
19000000.0,2011-11-04,35387212.0,A Very Harold & Kumar Christmas,11,2011,R,Holiday,Comedy,,,,,,
1700000.0,2010-01-01,0.0,The Prankster,1,2010,,Winter,Comedy,Family,,,,,
0.0,2010-07-20,0.0,Operation: Endgame,7,2010,R,Summer,Adventure,Action,Comedy,Thriller,,,
0.0,2010-11-23,0.0,All Alone,11,2010,,Holiday,Thriller,,,,,,
0.0,2014-11-25,0.0,Behind the Door,11,2014,,Holiday,Horror,Mystery,Thriller,,,,
0.0,2014-08-15,0.0,Saints and Soldiers: The Void,8,2014,PG-13,Summer,War,Action,Drama,,,,
0.0,2011-04-29,0.0,Sympathy for Delicious,4,2011,R,Spring,Drama,,,,,,
0.0,2010-01-01,0.0,Ashley's Ashes,1,2010,,Winter,Comedy,,,,,,
425000.0,2010-05-01,0.0,Hunter Prey,5,2010,,Summer,Science Fiction,Thriller,,,,,
400000.0,2010-02-14,0.0,The Killing Jar,2,2010,,Winter,Drama,Thriller,Mystery,,,,
25000000.0,2010-11-06,36993168.0,Don't Be Afraid of the Dark,11,2010,R,Holiday,Fantasy,Horror,Thriller,,,,
0.0,2010-06-25,0.0,Starlight and Superfish,6,2010,,Summer,Comedy,,,,,,
116000000.0,2018-09-28,855013954.0,Venom,9,2018,PG-13,Fall,Science Fiction,Action,,,,,
160000000.0,2011-06-01,353624124.0,X-Men: First Class,6,2011,PG-13,Summer,Action,Science Fiction,Adventure,,,,
2500000.0,2010-08-26,156190.0,Hatchet II,8,2010,R,Summer,Horror,Comedy,Thriller,,,,
0.0,2014-08-14,0.0,Un lío en dólares,8,2014,,Summer,Comedy,,,,,,
25000000.0,2010-03-18,6500000.0,Space Dogs,3,2010,,Spring,Family,Animation,,,,,
61000000.0,2013-08-02,131940411.0,2 Guns,8,2013,R,Summer,Action,Comedy,Crime,,,,
2000000.0,2012-03-10,0.0,Small Apartments,3,2012,R,Spring,Comedy,Crime,,,,,
0.0,2011-12-13,0.0,"Apocalypse, California",12,2011,NR,Holiday,Fantasy,Adventure,Comedy,,,,
0.0,2010-04-16,0.0,Art House,4,2010,,Spring,Comedy,Drama,,,,,
0.0,2010-01-29,0.0,Climate Refugees,1,2010,,Winter,Documentary,,,,,,
0.0,2011-04-29,0.0,DeadHeads,4,2011,R,Spring,Adventure,Comedy,Horror,,,,
0.0,2010-08-17,0.0,Heaven and Hell,8,2010,,Summer,Horror,,,,,,
0.0,2016-09-30,0.0,The Last Film Festival,9,2016,,Fall,Comedy,,,,,,
8000000.0,2018-09-20,252676.0,London Fields,9,2018,R,Fall,Crime,Mystery,Thriller,Drama,,,
0.0,2011-01-22,0.0,These Amazing Shadows,1,2011,,Winter,Documentary,,,,,,
300000.0,2010-08-24,0.0,Standing Firm,8,2010,PG,Summer,Drama,,,,,,
0.0,2010-01-01,0.0,Brotherhood,1,2010,R,Winter,Drama,Action,Thriller,,,,
28000000.0,2010-01-15,45236543.0,The Spy Next Door,1,2010,PG,Winter,Action,Comedy,Family,,,,
0.0,2011-01-01,0.0,Kill the Habit,1,2011,,Winter,,,,,,,
0.0,2010-08-14,0.0,Listen to Your Heart,8,2010,,Summer,Drama,Music,Romance,,,,
20000000.0,2010-12-10,346594.0,The Tempest,12,2010,PG-13,Holiday,Drama,Fantasy,,,,,
15000000.0,2014-12-04,0.0,Dying of the Light,12,2014,R,Holiday,Thriller,Drama,,,,,
3000000.0,2012-05-28,0.0,USS Seaviper,5,2012,,Summer,Action,War,,,,,
0.0,2010-01-01,0.0,Breast Picture,1,2010,,Winter,Comedy,,,,,,
30000000.0,2012-09-26,47042000.0,Looper,9,2012,R,Fall,Action,Thriller,Science Fiction,,,,
350000.0,2010-01-01,0.0,Who Killed Chea Vichea?,1,2010,,Winter,Documentary,History,Thriller,,,,
8000000.0,2012-03-29,7594693.0,A Royal Affair,3,2012,R,Spring,Drama,History,Romance,,,,
0.0,2012-09-07,0.0,How to Make Money Selling Drugs,9,2012,NR,Fall,Documentary,,,,,,
0.0,2010-08-09,0.0,Summer Eleven,8,2010,PG,Summer,Drama,Family,,,,,
205000.0,2009-01-16,0.0,References,1,2009,,Winter,Romance,Comedy,,,,,
0.0,2012-05-16,0.0,Supernatural Swamp Slaughter,5,2012,,Summer,Horror,,,,,,
145000000.0,2012-06-06,746921274.0,Madagascar 3: Europe's Most Wanted,6,2012,PG,Summer,Animation,Family,Comedy,,,,
0.0,2013-06-26,0.0,Heterosexual Jill,6,2013,,Summer,Comedy,,,,,,
0.0,2010-09-23,538000.0,Jack Goes Boating,9,2010,R,Fall,Comedy,Drama,Romance,,,,
55000000.0,2010-04-08,152263880.0,Date Night,4,2010,PG-13,Spring,Comedy,,,,,,
0.0,2014-01-01,0.0,Isolated,1,2014,,Winter,Adventure,Drama,Thriller,,,,
0.0,2011-03-04,0.0,Trail of Blood,3,2011,R,Spring,Horror,,,,,,
0.0,2010-07-30,0.0,Smash His Camera,7,2010,,Summer,Documentary,,,,,,
1000000.0,2013-09-27,0.0,Wedding Palace,9,2013,NR,Fall,Comedy,Romance,,,,,
0.0,2010-04-28,0.0,Anton Chekhov's The Duel,4,2010,NR,Spring,Drama,,,,,,
0.0,2014-01-01,0.0,Fort McCoy,1,2014,,Winter,War,Drama,History,,,,
0.0,2014-11-11,0.0,Trooper,11,2014,,Holiday,,,,,,,
8000000.0,2010-09-16,74952305.0,Easy A,9,2010,PG-13,Fall,Comedy,,,,,,
1.0,2010-04-15,0.0,A Numbers Game,4,2010,,Spring,Drama,Comedy,Romance,,,,
0.0,2010-07-01,0.0,Supreme Champion,7,2010,,Summer,Action,Thriller,,,,,
5800000.0,2010-04-23,0.0,Burning Palms,4,2010,R,Spring,Comedy,Drama,Family,,,,
0.0,2010-08-06,0.0,One Long Day,8,2010,,Summer,,,,,,,
25000.0,2013-11-01,0.0,"Post Mortem, America 2021",11,2013,NR,Holiday,,,,,,,
20000000.0,2011-05-16,216197492.0,Bad Teacher,5,2011,R,Summer,Comedy,,,,,,
12500000.0,2018-03-07,31039126.0,The Strangers: Prey at Night,3,2018,NR,Spring,Horror,Thriller,,,,,
40000000.0,2010-10-01,224920315.0,The Social Network,10,2010,PG-13,Fall,Drama,,,,,,
0.0,2011-01-01,0.0,Divorcing God,1,2011,,Winter,,,,,,,
0.0,2010-04-09,0.0,The Awkward Comedy Show,4,2010,,Spring,,,,,,,
